author_name,rating,text
Angel Del Fabbro,2,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries."
Ben Brownlee,4,"A good part of the Fitness World chain of gyms. Not their biggest gym in Aarhus, but it is spacious and well laid out. There are areas for cardio, machines, circuit training, free weights and a well-placed number of squat racks. Two large rooms are available for group classes.

The recent refurb has given a well deserved refresh to the place. Staff were very attentive when we were coming out of the covid restrictions. They seem to have fallen back into old patterns since. But are generally friendly and are there to help out.

My second favourite Fitness World in Aarhus."
Gabe Avenia,3,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance."
Bardia Varasteh,1,"The staffs are super nice that is why I give this star for them.
But sorry that I cannot add any more stars since the center is super crowded! No matter when you go! Early morning! Evening! Week days weekends.... I think they should introduce some rule and dont accept new members since the center is too small for the people wanna to do workout! The last two times I had to just leave since I could not find any free spot to do workout!"
Lucian Constantin,2,Pretty bad compared to the other places fitness world centers I've been to in Aarhus
Tom,4,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations"""
Nikolay Yurukov,5,Nice gym
Thor,5,"Clean gym, friendly staff, Working Machines"
Jonx,5,Overall a great spacious gym with many facilities
Rekai Ewan Campbell,4,Great gym with a lot of the latest equipment. Can be a bit crowded at times but never to the point that you cant work around it. They offer tours of the place so ask for one and check the place out.
Daniel Carlsson,4,Really nice gym with a lot of equipment! They have everything you need for a good training session. There can be a lot of people around 16-18.
András Tóvölgyi,2,After the pandemic I was promised to get compensated by reduced fares. It never happened and it continued to charge me with 189kr.
H,5,"Great gym, best I've tried in Aarhus for the price.
Equipment is new, clean and much nicer to use than FW - locker room is a little small"
Denis Owczynski,1,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money."
Poul Wrist,4,"Decently equipped gym. Good amount of free weights, machines and other features."
Andreea - Madalina Balas,4,The machines are new and the stuff is very friendly and ready to assist.
Las HS,4,Wish there were some kind of security
Davor Jovanov,5,Good place to relax and get fit
Ariana-Claudia Pop,5,"What I like to this gym is that the owner always buys something new ❤️ all members are polite, they don't stare, they don't yell or moan when they exercise and everything is clean. The culture of this place is different form any other brand gym in town, it is really friendly and you can exercise in peace. It is very well equipped, there is no exercise you can't do, and is not crowded. The price is under the market price! This gym should get more 5 stars reviews. I tried it for one month and then decided to become a regular 😊"
Marck Skov,1,"Be careful; it is impossible to cancel a subscription with Infitness. Half a year after cancellation, they still send bills, despite verbally confirming the cancellation of the subscription in person at the centre on Møllevangs Allé 142."
Theodora Irava,1,"Totally disappointed!
I chose this gym because it was the cheapest from the town. Unfortunately, the services provided are really poor. The smell in the gym is awful, they do not have any ventilation at all, when you want to breath some fresh air, you have to open the window. There are also problems with the hygiene in the bathroom.
When I wanted to terminate my membership I had a lot of problems. I blocked my automate payment at the end of the month. In the first days of the next month I received a letter to announce me that they couldn't take money directly (they charged 160 dkk for the letter and because I blocked the automative payment). Afterwards they asked to pay for the current month even if I didn't go there anymore( I assumed that stopping to pay was enough-maybe this was partly my fault). When I arrived there they asked me to pay one more month if I want to terminate my membership. I ended up paying 450 dkk for nothing. Another problem is that you have to go personally there if you want to terminate the membership. The staff is hardly speaking English.
I strongly recommend to avoid this gym."
