,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
472,375,"Recently upgraded with new machines on top floor & Additional weights.
Kept decently clean, usually not too busy, sauna, large stretch/mobility area. Great staff.

The downstairs is where it's at. Racks on racks on racks all with full platforms. + A grass area for sleds and more.",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,recently up,Veron,SATS gym in Copenhagen,5.0,recentl,169.0
473,382,"Unfortunately the gym is quite filthy all around. You cannot go and stretch on the mats without seeing the whole floor and the mat covered with little flakes (skin, dandruff...) and the smell of sweat. The dressing rooms are not any better. Generally, there should be cleaning happening at least 2-3 times a day. Now I already spoke with the employees and they said that they are doing it themselves and they only do it in the morning. That is a shame that the floor workers are taking care of the cleaning when there should be professionals doing it. This is not good enough. Additionally, the gym equipment and dumbbells are left lying around after use, so you cannot tell whether people are still using them. Not worth the money.",0fe50f89-Veron.csv,-1.0,-1.0,,-1.0,,unfortunate,Veron,SATS gym in Copenhagen,1.0,unfortu,176.0
474,384,"The workers from the reception they don't even move... the service its so so bad... They don't have any qualification, the guy who gave me the subscription he didn't know how much I would payed and he lied to me.. he told me one month free, and I didn't get any month for free.. its was scam. Horrible service.",0fe50f89-Veron.csv,-1.0,,-1.0,,,the workers,Veron,SATS gym in Copenhagen,2.0,the wor,178.0
475,387,"For the money you pay the quality of the gym is very low.
- very dirty, everything is sticky
- for some reasons there are like hundreds of cardio machines and limited of lifting machines
- machines placed in a completely random order
- lack of weight plates and no order for these either
- showers slippery one needs to have Spider-Man abilities to walk there
- showers and sauna very dirty
- ok friendly staff",0fe50f89-Veron.csv,0.0,-1.0,1.0,-1.0,,for the mon,Veron,SATS gym in Copenhagen,2.0,for the,181.0
476,390,"+ Big, nice view from some parts
+ Two nice saunas

- Small locker room, pretty dark. The lockers are tricky sometimes
- Crowded. No space because they have put equipment and machines in every corner of this gym?",0fe50f89-Veron.csv,0.0,-1.0,,,,"+ big, nice",Veron,SATS gym in Copenhagen,3.0,"+ big, ",184.0
477,391,"Small but cozy gym. Always very clean, well maintained and in order. The space is very open, doesn't feel suffocating. The equipment feels new. The atmosphere is great — people are respectful and welcoming and the employees are warm and friendly. It's not the biggest gym but has everything you need for weightlifting!",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,small but c,Veron,SATS gym in Copenhagen,5.0,small b,185.0
478,393,"Medium size gym with aerobics classes. Instructors and staff are professional and friendly. Amazing view over the water from 1. floor. Parking can at times be challenging and a bit hazardous, as the beach road is quite narrow with a lot of traffic, so be careful when exiting or entering car!",0fe50f89-Veron.csv,0.0,,1.0,,,medium size,Veron,SATS gym in Copenhagen,4.0,medium ,187.0
479,397,"The legend has it that the Sauna used to function once… it’s been out of order for months now. Escalators always out of order... 4 soap dispenser in men’s shower, always empty. So far worst Sats I’ve been to.",0fe50f89-Veron.csv,-1.0,-1.0,,-1.0,,the legend ,Veron,SATS gym in Copenhagen,1.0,the leg,191.0
480,398,"While it is spacious and with the ability to brag about a wide variety of equipment, the standard of several machines, is low. Many of the treadmills are particularly noisy (moreso than one would normally expect) due to lack of maintenance, same with the exercise bikes. Lack of maintenance is one of the major characteristics of this center. Things are more than often quite worn, or parts might be missing from certain equipment.

While the staff is friendly, they don't, in my experience, care much about upholding the rules of the center. At this point, after 1,5 years of attending this SATS, it seems the the patrons can behave however they wish. People lob around their backpacks and dufflebags in the training area, they go barefoot and may talk on the phone loudly (normally I'd be completely fine, but the noise level is consistently high, even if I wear headphones blasting loud music). Along with this, hardly anyone puts the weight plates back where they belong and even fewer wipe down the machines/equipment after use (The older crowd is good at cleaning up after themselves though, kudos)
The mens changing room is usually not that pleasant an experience, the patrons like to cough and blow out their snot and phlegm  into the only sink in the dressing room, providing the rest of the patrons with even more unsanitary conditions. Sometimes it smells like someone is cooking in there. I'm yet to find the source of it, but it's an odd smell for a changing room.

All in all, the center could, by providing the patrons with proper, sanitary and pleasant exercise conditions, flourish much more than it is now. I believe it would take a good effort from the again, friendly staff, by making sure that rules are followed by the patrons.",0fe50f89-Veron.csv,0.0,0.0,1.0,-1.0,,while it is,Veron,SATS gym in Copenhagen,2.0,while i,192.0
481,406,"Messy, unorganized and strange gym culture. Very urban.",0fe50f89-Veron.csv,-1.0,,,,,"messy, unor",Veron,SATS gym in Copenhagen,2.0,"messy, ",200.0
482,409,Mohamad was a great help and went above and beyond. The customer service is top notch and I would recommend Sats to everyone!,0fe50f89-Veron.csv,1.0,,1.0,,,mohamad was,Veron,SATS gym in Copenhagen,5.0,mohamad,203.0
483,412,"I don’t usually write reviews but this is by far the worst gym I have tried in my life. Equipments are old, staff is not friendly/welcoming, minimal classes outside work hours (who’s going to them?!?), no warning that cycling classes need your own shoes (what a waste of time turning up) and I was told there will be English classes (no one spoke English). Save yourself the hassle and join another gym or are all gyms this terrible in cph?",0fe50f89-Veron.csv,-1.0,-1.0,-1.0,,,i don’t usu,Veron,SATS gym in Copenhagen,1.0,i don’t,206.0
484,416,"The star is only for friendly staff.
The gym itself is a mess, and looks like no one is keeping it clean.
Sauna not working. Showers are under renovation but they didn’t install emergency showers either. Not even to mention the changing area 🤢 with old fashioned method of lockers.",0fe50f89-Veron.csv,0.0,,1.0,-1.0,,the star is,Veron,SATS gym in Copenhagen,1.0,the sta,210.0
485,423,"I have been coming here on and off for 5 years. And it gets worse every time I return!
The hygiene in the bath and sauna is under all criticism! Toilet paper, bottles and water on the floor! This is not an isolated case! There needs to be a stronger member policy in the house and more cleaning

Training facilities etc are good",0fe50f89-Veron.csv,0.0,1.0,,-1.0,,i have been,Veron,SATS gym in Copenhagen,2.0,i have ,217.0
486,425,"Best place to train in kbh, free parking, and really nice helpful staff",0fe50f89-Veron.csv,1.0,,1.0,,,best place ,Veron,SATS gym in Copenhagen,5.0,best pl,219.0
487,430,"Partly reasonable gym in the morning and afternoon, but after that it goes downhill. The evening is terrible: shouting groups of young boys who mostly use Sats as a youth club. But the worst part is that it is filthy in the evening - especially the toilets and bathrooms. There is a lot of snuff and wool from socks in the bathroom that needs to be cleaned - and no one mops the floor (neither staff nor users). The sauna and steam bath (closed) are clammy after a whole day of sweat. People use their own rules regarding the sauna, e.g. having an unofficial party with music in the sauna, so that others cannot enter without stinking of peppermint. The training area is also pretty minimal, e.g. no Precor machines or the like. Ventilation is almost always switched off (certainly to save electricity), which means that the air is heavy in changing rooms - especially in bathrooms, water drives down the walls and windows. The air is generally bad in the training area - and in addition there is often a smell of cigarette smoke and car exhaust, which comes down from the parking garage due to drafts (the glass doors are typically completely open). There is also a lot missing compared to previously under Fitnessdk, for example. free coffee. The quality is just decreasing and the clientele is going in the wrong direction: more suspicious types in the evening (and it's not the ones from Gentofte).

Bad gym!!!",0fe50f89-Veron.csv,-1.0,-1.0,,-1.0,,partly reas,Veron,SATS gym in Copenhagen,1.0,partly ,224.0
488,434,"After having been a member of Fitness World for 10 years, I chose to switch to rate and keep then a difference. Better machines, more dumbbells, and much more welcoming staff. It is clearly the best decision I made when I chose to switch to rate.",0fe50f89-Veron.csv,1.0,1.0,1.0,,,after havin,Veron,SATS gym in Copenhagen,5.0,after h,228.0
489,435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",0fe50f89-Veron.csv,0.0,,,,,it has now ,Veron,SATS gym in Copenhagen,2.0,it has ,229.0
490,439,fantastic service. nice equipment.,0fe50f89-Veron.csv,1.0,1.0,1.0,,,fantastic s,Veron,SATS gym in Copenhagen,5.0,fantast,233.0
491,440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",0fe50f89-Veron.csv,1.0,1.0,,1.0,,super delic,Veron,SATS gym in Copenhagen,5.0,super d,234.0
492,451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",0fe50f89-Veron.csv,1.0,1.0,1.0,,,i’ve lived ,Veron,gyms in Copenhagen,5.0,i’ve li,245.0
