enterprise,author,rating,review,platform
SATS,Martin Frobenius,1,Efter at have klaget over medlem0 i SATS Herlev fordi han blev ved med at chikanere mig og fremsætte trusler blev jeg i stedet for ham smidt ud for bestandigt uden varselI udsmidningsbrevet påstås jeg skulle have udvist utilbørlig adfærd ved flere lejlighederDette er ikke bare mærkeligt men også yderst krænkendeIsær fordi det jo er mig der er blevet udsat for vedvarende trusler og chikaneDet skal nævnes jeg ingen mundtlige eller skriftlige advarsler har fået under dette forløb som jeg ved medlem0 harJeg tænkte derfor de havde taget fejl af os to og bad om en forklaring med eksempler på hvornår og hvordan jeg skulles have optrådt mig med utilbørlig adfærd ved flere lejlighederSats svar: yderligere henvendelser vil ikke blive besvaretDet satte advarselslamper igangHer hvorfor..Medlem0 mener helt bogstaveligt at der er en spinningscykel nr 11 der kun må blive benyttet af ham og da jeg ville benytte mig af den smed han mine ting vækJeg klagede derfor over hamNu begyndte han at udsætte mig for chikaneDette stod på i månedsvis og eskalerede til direkte trusler fra hans side afSATS svar: Du skal blive ved med at ignorere ham og undgå hamDet er svært når manden går i det samme center og opsøger migJeg måtte fx finde mig i at blive skubbet væk i døren af hamMedlem0 har password til SATS computere i centeret og må have fået det af personaleDet gør mig utryg pga hvordan han erFor hvilke oplysninger ligger der på de computereDer er vel en grund til der er password påMedlem0 og sin wingman kortslutter saunaen når de hælder vand på saunastenene fra en stor medbragt spandDa jeg spurgte om de ikke ville holde lidt igen blev jeg overfusetHer var der heldigvis et 3 vidne der endte med at sige fra over for de 2 men SATS vil ikke høre vidnetEfter mine første klager blev jeg bedt om at sætte det på skriftSATS svar: De vil intet gøre medmindre der sker fysisk skade på ting i centeret der koster dem pengeEn iskold pengemaskineDerfor undlod jeg i mange måneder at sætte mine klager på skrift og henvendte mig kun mundligtUnder forløbet bemærkede jeg der ikke blev skrevet notatDer burde skrives notat når nogen henvender sig og have tilbagemeldingIsær når det drejer sig om så alvorlige ting som trusler og chikaneJeg begyndte derfor bede om der blev skrevet notatMan kan derfor undre sig hvor alle de notater i SATS regi er forsvundet hen da Retshjælpen bad om at få dem udleveret til bevisMedlem0 er personlig ven med instruktør0Dermed får han lov til ting som går imod centerets egne regler fx fortrinsret til spinningscykelDet er et problem for så holder instruktør0 hånden ikke bare over sin ven men også over sig selv når man klagerDa instruktør0 er populær og tjener penge ind til firmaet tænker SATS desværre nok mere på at beskytte deres guldko fremfor moralenFå dage inden jeg blev smidt ud blev jeg truet igen af medlem0Jeg henvendte mig til personale1 som for en gangs skyld gad gøre nogetJeg bad ham derfor om at tage snakken med medlem0Efter at have talt med medlem0 skrev han til sin leder at han objektivt mener den eneste rigtige løsning er at få smidt medlem0 udVed sidste episode få dage efter kalder medlem0 mig hen hvorefter han truer mig imens han råbende til instruktør0 kalder mig idiotJeg henvendte mig til personale0 i receptionen for hjælp men fik at vide jeg manglede selvindsigt og det ikke er en børnehaveImens jeg stod der sagde en dame der havde overværet hvordan personale0 talte til mig at det skulle jeg ikke finde mig i og jeg skulle klage over detPersonale0 udtrykte irritation og sagde han stod der til en meget lav lønJeg beklager det med lønnen hvis det virkelig ville gøre den forskel at blive talt til på en værdig måde fremfor det andet der blev udvistDet lykkes mig at få personale0 til at række hånden ud til medlem0 for at få det afsluttetMedlem0 sagde til Instuktør0 at han er glad for han kan bruge hende som vidneDet hele virkede iscenesatEt par dage senere var jeg smidt ud af SATS for bestandigtJeg har måttet modtage krisepsykolog behandling pga hvad SATS har udsat mig forNogle medlemmer fortæller at medlem0 har sagt han har fået lov til at fortsætte og få mig smidt ud fordi han kender nogen der har trukket i trådene højere oppe i systemetJeg blev bedt om beviserAdspurgt om videooptagelserne ikke ku’ bruges var svaret nej da der ik’ er lyd påJeg har derfor selv sørget for lydoptagelser hvor medlem0 adspurgt om han truer mig svarer jaAf andet kan nævnes da jeg tog en mand i at onanere for fuld tryk i dampbadet SATS HerlevSATS gjorde ingenting ved detHeller ikke selvom manager selv påpegede der gik børn derudeDa manden åbenbart intet havde lært af hændelsen måtte jeg til sidst selv finde ud af en løsning for at prøve at forhindre ham i detHan plejer at sæbe væggen godt til bagefter hvor han har gjort detAd siger jeg bare :(,Trustpilot
SATS,Frederik Drejer Hansen,1,"Da jeg opretter mig som kunde ved indgangen spørger jeg ind til deres forbehold ift. Corona. Her får jeg at vide at der bl.a skal bruges eget håndklæde som underlag på bænke, skråbænke osv.Da jeg kommer igen dagen efter for at træne, og kommer til bænke området, er der allerede 5 andre kunder igang, Ingen bruger håndklæder. Derudover er mange af dem der ikke spritter håndvægte af hverken før eller efter brug.Alt dette sker imens personalet flere gange forbipasserer uden at sige noget.Det virker som om at denne kæde ( ligesom Fitnessworld) skider på retningslinjerne fra sundhedsstyrelsen.",Trustpilot
SATS,Anna Emilie Groth,1,"Jeg nåede kun i Sats en gang, da min intro PT time gav mig en skade, som kommer til at tage mindst fire uger at komme over ifølge min fysioterapeut.Derudover så nægtede træneren at introducere træningsudstyr til mig, og sagde at de var for kompliceret for mig at anvende og viste mig i stedet for gulvøvelser jeg lige så godt kan lave derhjemme.Det er oveni det super nederen med deres afmelding system, hvor man hvis man er uheldig har to måneders opsigelse. Alt personalet i centret virkede også ligeglade og nogle direkte irriteret over at jeg var der (og de andre medlemmer?).Lad vær. Det er alt jeg kan sige.",Trustpilot
SATS,Søren Sylvest,1,Latterligt at man skal betale for en prøvetræning,Trustpilot
SATS,Bjørn,1,"Tyveri!De trækker mig for 2 måneder (2 X 400 kr) selvom mit abonnement var sat i bero. Det er mig selv der ser dette da jeg gennemgår min netbank.Jeg fuldte deres selvbetjening på hjemmesiden til punkt og prikke i fht. ""bero af abonnement"". Jeg var blevet informeret i centret at det var den eneste måde det kunne gøres på.",Trustpilot
SATS,Line J,1,"Utroværdig og forfærdelig kundeservice. Jeg kunne bruge lang tid på at beskrive mit forløb hos Sats. Hovedpointen er dog, at deres kundeservice er ikke eksisterende, og de trækker penge fra din konto man har betalt for at sætte medlemskab på stand-by.",Trustpilot
SATS,Emilie,1,"Jeg har intet til overs for SATS mere og jeg kan ikke anbefale dem på nogen måde!Jeg melder mig ind efter Corona og får 2 måneders gratis medlemskab.I mellem tiden bliver jeg optaget på studie og snakker derfor med dem nede i centeret. Jeg får at vide jeg skal komme tilbage omkring d. 20 (måneden efter) for, hvis hun ændre mit medlemskab nu, mister jeg de 2 måneder.Da det bliver d. 20 måneden efter, går jeg igen ned til dem og får ændret mit medlemskab.Efterfølgende modtager jeg så et girokort på over 400 kr.Jeg skriver en mail til dem, men i mellem tiden når jeg i SATS og snakker med dem. Jeg ender derfor med at betale nede i centeret.Jeg får svar på min mail, men det mest ligegyldige og halv gennemarbejdet svar, som på ingen måde hjælper mig videre derfra.. Så det er jo fedt at venter over 14 dage på et standard svar.Nu har jeg igen fået en forkert regning.Jeg kontakter derfor chatten, hvilket jeg heller ikke får meget ud af.I en yderst anklagende tone, får jeg mellem linjerne, at vide at alt det her rod er min skyld, selvom det er SATS, som har givet mig forkerte oplysninger hele vejen igennem.Så nu har jeg opsagt mit medlemskab :DDet gider jeg hverken, at bruge tid på eller finde mig i!Så jeg vil anbefale SATS, at få styr på deres kundeservice og ellers vil jeg anbefale alle andre, at holde jer langt væk!",Trustpilot
SATS,Hoang Minh Nguyen,1,"Jeg har boet i Norge i nogle måneder pga. arbejde og meldte mig ind kortvarig i Sats i Stavanger ved Hillevåg. Jeg var skeptisk ift. deres dyrere medlemsskab sammenlignet med andre fitness-kæder, og da jeg flyttede bopæl flere gange under mit ophold i Norge, valgte jeg i god tro på at jeg kunne træne i Jylland efter jeg var færdig med arbejdet. De informerede mig ikke, at Sats i Jylland var opkøbt og at jeg reelt kun kan træne i Sjælland, da den fitnesskæde som har opkøbt Sats i Jylland kun vil konverterer danske medlemskaber. Dette undrer mig at de nordiske lande har så dårlig kommunikation intern og vildledende i deres markedsføring. Jeg valgte bevist ikke at have bindingsperiode og er glad for det så jeg kunne opsige hurtigst muligt! Koncernen er ikke til at få noget fornuftigt ud af via mail, hvor jeg vedhæfter billeder og klager over at jeg vil have min 1 månedsperiode på 539 norske kr. da jeg ikke må/kan træne i Jylland overhovedet(bor i Århus) og ønsker refunderet på baggrund af vildledt markedsføring, hvilket de undveg at svare på og kun referer til min opsigelse er gjort tidsmæssig istedet for at finde en løsning. Kan kun sige at jeg er yderst skuffet over deres dårlige kunderservice og ekstrem dårlig måde samt attitude at behandle deres kunder på! Hold jer langt væk fra denne rådne fitnesskæde, faciliteterne er ikke engang ligeså godt som de reklamerer med og deres kunderservice er ikke værd at bruge krudt på! Var det muligt med en negativ stjerne havde jeg valgt den, for de fortjener ikke en gang 1 stjerne for en så dårlig oplevelse de byder deres kunder på!",Trustpilot
SATS,Mehmet Ali Polat ,1,"Jeg startede for to uger siden at træne i SATS søborg. Har ikke fået en dårligere start og indmeldelse nogen siden. Ekspedienten som var i kundeservice den dag, fortalte mig ikke omkring p-regler, hvilket jeg slet ikke forstår. SATS har gratis oprettelse og træning i 2 måneder  for 0 kroner, og så kommer man der til træning for første gang, og som grøn medlem sætter jeg p skiven men jeg får ikke registreret min bil, derfor for jeg på første dag en bøde på 790 kroner. Jeg har opsagt mit medlemsskab hos SATS, da jeg syntes det er for dårligt at man ikke får fortalt at der findes to slags regelsæt på de to p-pladser de har i SATS søborg. Hilsen M.Ali",Trustpilot
SATS,Astrid,5,"Det dejligt at komme til en kæde, hvor der både er smilende personale på arbejde og der bliver gjort rent! :)",Trustpilot
SATS,Sophus R,5,"Altid god service. Du kan bare komme op til receptionen, hvis du har et problem. Forstår slet ikke hvor alle de dårlige reviews kommer fra...",Trustpilot
SATS,Lina Petrova,1,"Det er nu fem måneder siden, at jeg har opsagt medlemskabet og de trækker stadigvæk beløbet over Betalings Service. Utrolig frækt! Jeg har nu gjort dem opmærksom på, at de fejlagtigt har trukket 5 gange 328,- kr, som de bør betale tilbage til mig, men det vil de ikke.",Trustpilot
SATS,LargePerson,1,"Værste kundeservice nogensinde. Jeg køber et par handsker i sats, har dem på i 6 dage hvor tråden på dem går op. Jeg levere dem så tilbage og får fortalt at det er produktions fejl og at de normalt er rigtig holdbare. Så tager jeg den værste beslutning i mit liv, at jeg bliver overbevist om de skal bestille et nyt par til mig. Der går 1 uge, 2 uger, 3 uger, og de bliver ved med at sige handskerne nok skal komme. Jeg godt nok en large person, men eftersom jeg får et nyt job og ikke kan træne mere og skal lave en opsigelse, skal jeg oveni det OGSÅ betale EN måned ekstra udover ikke at kunne få mine penge retur for handsker jeg ALDRIG fik og IKKE kan bruge mere. Hold jer fra sats væreste træningscenter nogensinde!!",Trustpilot
SATS,Adam Ring,5,Super super kundeservice  fik meget kompatibel hjælp af Lars,Trustpilot
SATS,Henrik Mølvig,1,"Efter 9 års medlemskab skal man som 53 årig tales til som et barn af deres afdelingsleder Anders på Ros-Torv. Belærende om man som Diamond medlem skal registrere produkter før man drikker dem. Det er vel ligemeget, når der ikke er betjening, er det vel naturligt at man registrere bagefter. Uanset - virkelig dårlig service...han meldt mig ud.",Trustpilot
SATS,K. ,1,Ualmindelig Dårlig service samt svar tid! Dertil finder jeg ud af at mit VIPskab er klippet op (var i bero) og mine ting smidt ind til glemte “ting og sager”! Modtog ingen undskyldning dog fik jeg lov til at finde (nogle af)  mine ting og fik lov at vælge et nyt skab. Da jeg stod og sjovt nok manglede en lås fik jeg svaret: “den skal man jo selv have med.” - er målløs. I har seriøst klippet mit skab op ved en FEJL! Og så skal JEG have en ny lås med!? Dette er en af flere ting! Min kone og jeg har været kunder i snart flere år og er ikke dette mere! Servicen er så sløj! Både online og lokalt (Blox). Lad hver med at støt denne virksom!,Trustpilot
SATS,Ahmed,1,"Dette er en kopi fra email send den 24/8-2020. Har stadig ikke modtaget svar. Måske bliver der svaret her: Hej SATS.Jeg sender hermed en klage over en medarbejder i SATS i Glostrup ""Christine"" Sagens forløb Da jeg træder ind og scanner min tlf bliver jeg spurgt om jeg har en håndklæde med. Til dette svare jeg nej. Christine insistere på at jeg skal købe et eller fise hjem efter det. Jeg påpeger at flere i trænings centeret ikke gør brug af håndklæder, og at hvis hun ville påtvinge mig til at købe et må hun insistere de andre om det samme. Eller evt bede dem om at gå, ligesom med mig. Til dette svare hun ""at jeg skal overholde reglerne"" da jeg spørger efter den øverste leder svare hun at det er hende selv. Mens vi diskutere kommer hendes kollega og så ændre tonen sig og hendes svar bliver nu til at der findes en leder over hende. Men hun vil ikke udlevere navn eller kontakt oplysninger på personen. Mens jeg står og udfylder min opsigelse kommer der 7 mennesker ind, og hun spørger kun 1 af de ud af de 7 om de har håndklæde med. Stadig til trods for at der er mange i centeret som ikke benytter håndklæder i samme tidspunkt. Føler mig diskrimineret og uretfærdigt behandlet. Synes ikke dette kan være rigtigt.Har tænk mig at lave en anmeldes af forløbet på trustpilot såfremt jeg ikke høre fra jer.",Trustpilot
SATS,JENS ERIK,4,"“Sats Hørsholm”Fint center med god plads i kardioområdet. Kan været overfyldt i træningsområdet i primetime. God beliggenhed, og frisk luft omkring centeret. Dog et lille omklædningsrum.",Trustpilot
SATS,c.ø,1,"Aldrig oplevet et så elendigt firma. Det kan godt være de tror, at fordi de har 'lækre' faciliteter (hvilket de ikke har), at så kan man have Danmarks dårligste kundeservice.Er stadig i chok over deres behandling af kunder under corona!",Trustpilot
SATS,A. K.,5,Gode faciliteter og god service hos personalet. Jeg har desuden flere gange gjort brug af personlig træner og har synes det var alletiders. Så jeg er godt tilfreds med SATS Amager.,Trustpilot
SATS,kian klein henriksen,1,De stjæler fra deres medlemmer og nægter at lade dem udmelde sig,Trustpilot
SATS,Lone Jensen,5,Jeg træner flere gange ugentlig på flere forskellige hold og i maskiner. Jeg er super tilfreds. Instruktørerne er arrangeret og velforberedte. Personlig træner har hjulpet mig med at få en perfekt start.,Trustpilot
SATS,Jeppe,1,"Hold jer langt væk fra Sats! Jeg har tidligere trænet inde i vogterhuset i Odense mens Sats ejede det. Siden hen har Sats solgt centeret til Fitness 1 og på ingen måde givet mig mulighed for at får de penge som jeg havde stående på min fitnesskonto. Ydermere bliver de ved med at trække penge fra min konto selvom jeg er blevet overdraget til fitness 1. Dette har gjort at jeg har blokkerede for alle betalinger til dem. Nu er jeg så begyndt at modtage rykkere for et medlemskab jeg ikke har. Det er det rene tyveri og jeg håber der er nogle der har modet samt midlerne til hive sats i retten. Det er jo det rene tyveri. Der helt sikkert massere af tidligere medlemmer som endnu ikke har opdaget, at sats stadigvæk trækker penge fra deres konto og jeg vil anbefale dem at få tjekket op på det med det samme!",Trustpilot
SATS,THOMAS ,1,"Jeg har været medlem af FitnessDK siden de for knap 20 år siden åbnede og senere blev overtaget af SATS. Jeg er selvstændig og har derfor kunnet lade min virksomhed betale for mit abonnement. Grundet skader har jeg i flere omgange måtte sætte mit abonnement i bero hvilket blev meddelt til afdelingen på Ros Torv.Via bankafstemning i min virksomhed opdager jeg så at de alligevel har trukket penge hver eneste måned for det fulde abonnement som de ovenikøbet havde hævet ca 30% i pris så det var blevet meget dyrere - uden nogen form for oplysning til mig på noget tidspunkt !!!  En arrogant og iskold kundeservice vil ikke refundere de 7 måneder de trak for fordi jeg ikke skriftligt kunne bevise at jeg havde henvendt mig på Ros Torv i Roskilde. Tiden går og FitnessDK bliver til SATS og i Påsken 2019 har de gratis træning. Dog skulle det registreres på ens navn og ekspedienten på Ros Torv fortæller mig at der stod kr 541 i godskrivning på min konto.Ok tænker jeg. Kan du ikke bare udbetale det ? Nej det kunne hun ikke. Jeg træner 2 gange og kommer desværre ikke rigtig igang og tilbage igen.I november 2019 opdager jeg så at de er begyndt at trække penge for mit abonnement igen fra min virksomhedskonto. Og havde gjort det 5 gange siden påsken.Dvs de bare havde brugt mine gamle oplysninger uden mit samtykke og tilmeldt betalingsservice påny.Jeg bliver rasende og ringer til deres ikke eksisterende kundeservice og beder dem refundere alt det de har trukket.De kunne godt se jeg slet ikke havde været i træningscenteret en eneste gang. Men det ville de ikke.Så i stedet gik jeg i netbanken og slettede betalingsservice aftalen.Dette resulterede så I af jeg i februar 2020 begyndte at få rykkere for mit abonnement som jeg havde opsagt.Jeg protesterede selvfølgelig men denne gang skriftligt. Her blev jeg igen mødt af en utrolig arrogant og fuldstændig ligeglad medarbejder som overhovedet ikke gad sætte sig ind i deres urimelige og grådige behandling. Men han skriver dog han vil udmelde mig pr 31/3-2020Jeg protesterer igen og udtrykker at jeg forlængst har udmeldt mig og de skal betale mig penge retur for de mange måneder de uberettiget har trukket for, hvortil svaret var ""jeg har sagt hvad der skulle siges"".. ingen forståelse what so ever.Nå men tiden går så..... Min store søn på 17 år vil gerne starte op med træning og vælger SATS fordi hans venner også træner der. Men da han er 17år gammel fortæller de at de ikke kan få lov at tilmelde hans konto til betalingsservice uden forældres konto da han er under 18 år.Så vi tog sammen derud igår 20/8-2020.Det hele tastes ind og jeg oplyser denne gang min private bank konto til brug for betalingsservice aftalen. Men pludselig siger ekspedienten at det kunne de ikke alligevel fordi der stod en restance på min konto på ca kr 1350 mener jeg det var.Jeg bliver målløs og også samtidig meget gal over at skulle stå i den situation over for min søn.Selvfølgelig ville jeg ikke betale de penge som jeg ikke skylder, og der var ingen mulighed for flexibilitet selv om min søn intet har med min sag at gøre. Det hele ender med at vi må gå vores vej igen og min søns mor må så tage sig af det i stedet.Jeg er så frustreret over deres dårlige behandling af mig at jeg nu overvejer at politianmelde dem for uberettiget at have trukket penge i årevis fra min virksomhedskonto.Overvejer også forbrugerklagenævnet men da den oprindelige aftale var oprettet som en virksomhedsordning i daværende FitnessDK er der nok ikke de store chancer for at de vil tage sagen, da styrelsen jo kun er for private forbrugere Jeg har et kæmpe netværk og har delt min oplevelse via flere sociale medier og kan bestemt ikke anbefale at træne hos dem grundet deres kundeservice som ikke er eksisterende og deres grådige politik med total mangel på forståelse.",Trustpilot
